ID,price_doc
101022,9323253.100973843
101023,6208465.611399169
101024,6688550.817687638
101025,8236508.555422482
101026,5172599.163303491
101027,6888913.844365665
101028,4093844.8143388806
101029,4703284.490544088
101030,5906191.652135531
101031,7713350.072453158
101032,7751629.649319667
101033,7472074.837059251
101034,6784686.777409534
101035,4582952.789705042
101036,5428336.054666566
101037,5052088.383689552
101038,5456593.853756372
101039,13232383.999243056
101040,6309896.378396998
101041,4956250.217779461
101042,4404167.036590289
101043,5157780.965316583
101044,8805310.566179723
101045,8679410.577125613
101046,5587407.518545235
101047,5678111.306771641
101048,8097621.15675084
101049,6924844.319991538
101050,10739059.796355024
101051,5065156.399714625
101052,4607527.55984561
101053,6714235.123306578
101054,5794250.037111444
101055,5133663.307197352
101056,7092701.945054384
101057,6346158.252094943
101058,5280924.199146647
101059,5678111.306771641
101060,7989755.649344829
101061,5724669.322502091
101062,5147636.588357692
101063,4605120.424077498
101064,5965167.932453789
101065,7264936.548876638
101066,13001516.810858404
101067,7816121.142634197
101068,7481854.561057458
101069,4482734.5178347975
101070,7599601.857869428
101071,8394728.374184428
101072,5260248.077446152
101073,4703284.490544088
101074,7089597.106214112
101075,6301722.410412867
101076,5456852.91554221
101077,6841461.014131141
101078,5067077.177090177
101079,6215610.170919605
101080,5587407.518545235
101081,4605120.424077498
101082,4605120.424077498
101083,4191422.970982963
101084,7656864.438214489
101085,6492248.999262853
101086,8571409.420076465
101087,7197798.498375741
101088,5611902.660793342
101089,4532927.839976988
101090,5136704.854141506
101091,7755977.993876152
101092,5380229.131425714
101093,6850868.848477551
101094,6752536.82819312
101095,5238663.509898919
101096,5678111.306771641
101097,6403521.772680087
101098,6564083.001353768
101099,5040339.79955429
101100,5678111.306771641
101101,5587407.518545235
101102,6538798.502547312
101103,9005742.850213025
101104,5723599.849461568
101105,5406554.7421125565
101106,4796969.429654778
101107,7002196.8752759
101108,5678111.306771641
101109,6140843.352951536
101110,7621856.842325346
101111,5520649.877162279
101112,7128473.1720374795
101113,4659313.949746021
101114,6277568.586259468
101115,5388409.065953561
101116,5678111.306771641
101117,8501736.425155913
101118,7342212.917996802
101119,6145191.675081141
101120,5238031.728129564
101121,6014294.924000205
101122,5587407.518545235
101123,5688164.402135604
101124,5587407.518545235
101125,4071961.3876862396
101126,6905232.120090651
101127,5520649.877162279
101128,5587407.518545235
101129,6377886.829275381
101130,6812936.833684486
101131,11255869.53226112
101132,6986347.93515485
101133,7843675.363154388
101134,5587407.518545235
101135,6517225.467301093
101136,5565435.6374443825
101137,11335319.259449352
101138,4443927.261910062
101139,5587407.518545235
101140,5849414.057674532
101141,5587407.518545235
101142,4054857.370896621
101143,6434689.995983466
101144,6432164.457006894
101145,5518795.754499345
101146,7792205.653532066
101147,11335319.259449352
101148,4796969.429654778
101149,6540084.990431863
101150,5587407.518545235
101151,5660118.462776636
101152,5417065.867001271
101153,4548168.910027521
101154,5678111.306771641
101155,7029974.401495131
101156,11897963.098179448
101157,9066256.286899937
101158,4601382.066880647
101159,5119281.127516629
101160,4570008.091396617
101161,5850455.3930483
101162,5678111.306771641
101163,4714358.894589436
101164,5006471.55349498
101165,5678111.306771641
101166,7617060.507063714
101167,6454357.465409504
101168,5587407.518545235
101169,5572512.271249432
101170,4319261.084967469
101171,5368711.006993791
101172,4703284.490544088
101173,5587407.518545235
101174,5328760.159926973
101175,5587407.518545235
101176,8557381.837255413
101177,5574826.72702181
101178,4097560.439206029
101179,5797440.487739058
101180,5297569.141530309
101181,5065156.399714625
101182,5805843.937471066
101183,6378661.17424613
101184,8193667.173497985
101185,4233117.852312326
101186,5587407.518545235
101187,5678111.306771641
101188,5883422.970988627
101189,5575604.786080417
101190,6688857.537141081
101191,5998684.284896828
101192,4795450.544485142
101193,5678111.306771641
101194,7621856.842325346
101195,6152683.56367403
101196,7417813.406535553
101197,4543202.017577699
101198,6850868.848477551
101199,5678111.306771641
101200,5520649.877162279
101201,7465290.590138961
101202,5587407.518545235
101203,5678111.306771641
101204,7237146.329403005
101205,4659313.949746021
101206,5182706.720182115
101207,5039291.334623176
101208,5587407.518545235
101209,7010636.62950363
101210,4233117.852312326
101211,14585236.230034793
101212,5859467.059122958
101213,8382941.705722595
101214,5726393.811011612
101215,5496479.020209109
101216,6957735.628718409
101217,5587407.518545235
101218,8821401.437498683
101219,5782655.149685191
101220,6041316.128118666
101221,5558631.107813965
101222,6916755.379810013
101223,5605077.621962637
101224,5328760.159926973
101225,6905232.120090651
101226,5641538.643702765
101227,6008448.445927357
101228,8805310.566179723
101229,4795450.544485142
101230,7299029.2448134655
101231,5651318.506134849
101232,4977602.064239323
101233,4795450.544485142
101234,5328760.159926973
101235,5678111.306771641
101236,10315767.963451866
101237,5587407.518545235
101238,8058258.663090082
101239,7550803.850467877
101240,7679368.6704146
101241,5883414.243867428
101242,7312242.172001615
101243,4482734.5178347975
101244,5177449.9208573
101245,4191422.970982963
101246,8702289.83240257
101247,7133204.332963055
101248,3629698.0169541617
101249,3577109.4766957136
101250,4233117.852312326
101251,4270021.120914284
101252,3685848.5296230908
101253,5027773.452003717
101254,5743269.200242588
101255,5576698.829820563
101256,7154644.668765916
101257,5734002.452413982
101258,5678111.306771641
101259,5587407.518545235
101260,6174640.159132587
101261,5067077.177090177
101262,4780235.959425693
